type,len_url,len_sub_domain,len_root_domain,len_suffix,is_private,count_special_char,num_port,len_query,count_sub_domain,is_filter,ratio_alpha_numeric,count_url_dots,value_entropy_url,count_file_path
0,0.19713261648745517,0.0,0.2413793103448276,0.05555555555555555,0.0,0.125,0.0,0.0,0.0,0.0,0.297872340425532,0.11764705882352941,0.6300564750463079,0.2
1,0.2043010752688172,0.025641025641025644,0.20689655172413793,0.0,0.0,0.041666666666666664,0.0,0.0,0.1,1.0,0.16,0.1764705882352941,0.5115536145312131,0.2
0,0.08243727598566308,0.0,0.10344827586206895,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.058823529411764705,0.5173892575660773,0.2
1,0.1935483870967742,0.025641025641025644,0.41379310344827586,0.0,0.0,0.041666666666666664,0.0,0.0,0.1,1.0,0.04,0.23529411764705882,0.5346872445145404,0.13333333333333333
1,0.15770609318996415,0.025641025641025644,0.22413793103448273,0.0,0.0,0.041666666666666664,0.0,0.03305785123966942,0.1,1.0,0.1,0.1764705882352941,0.5917842749347085,0.06666666666666667
1,0.14695340501792115,0.0,0.27586206896551724,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.40878480094816594,0.13333333333333333
0,0.1326164874551971,0.08547008547008547,0.08620689655172414,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.1,1.0,0.0,0.1764705882352941,0.5566943358017981,0.2
0,0.16129032258064518,0.0,0.08620689655172414,0.0,0.0,0.125,0.0,0.09090909090909091,0.0,0.0,0.368421052631579,0.11764705882352941,0.6209772212175243,0.06666666666666667
0,0.13978494623655913,0.017094017094017096,0.12068965517241378,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.1,0.0,0.4516129032258064,0.11764705882352941,0.5400934203638749,0.3333333333333333
1,0.0967741935483871,0.025641025641025644,0.05172413793103448,0.0,0.0,0.041666666666666664,0.0,0.0,0.1,1.0,0.0,0.1764705882352941,0.4311245595294121,0.06666666666666667
0,0.14695340501792115,0.0,0.2931034482758621,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.0,1.0,0.1,0.11764705882352941,0.4936920385726501,0.2
1,0.12544802867383514,0.2478632478632479,0.08620689655172414,0.16666666666666669,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3529411764705882,0.5204434854999082,0.0
0,0.10035842293906809,0.0,0.034482758620689655,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.2307692307692308,0.058823529411764705,0.4322608911347853,0.3333333333333333
0,0.27240143369175623,0.0,0.10344827586206895,0.05555555555555555,0.0,0.25,0.0,0.0,0.0,1.0,0.2580645161290322,0.11764705882352941,0.5927811816439018,0.3333333333333333
0,0.0931899641577061,0.0,0.1896551724137931,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666666,0.058823529411764705,0.5343764046145253,0.2
0,0.0931899641577061,0.0,0.13793103448275862,0.05555555555555555,0.0,0.041666666666666664,0.0,0.03305785123966942,0.0,1.0,0.4347826086956522,0.11764705882352941,0.5847447584808584,0.06666666666666667
0,0.08243727598566308,0.0,0.15517241379310345,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.372521678749271,0.2
0,0.27956989247311825,0.0,0.20689655172413793,0.05555555555555555,0.0,0.25,0.0,0.0,0.0,0.0,0.4137931034482758,0.058823529411764705,0.6087214948971688,0.3333333333333333
1,0.22939068100358423,0.025641025641025644,0.3103448275862069,0.05555555555555555,0.0,0.0,0.0,0.0,0.1,0.0,0.7391304347826086,0.11764705882352941,0.6346516074544116,0.2
0,0.0967741935483871,0.017094017094017096,0.13793103448275862,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.44452043639399663,0.13333333333333333
0,0.26523297491039427,0.042735042735042736,0.12068965517241378,0.05555555555555555,0.0,0.25,0.0,0.0,0.1,1.0,0.16129032258064516,0.11764705882352941,0.6320841332632884,0.4
0,0.16487455197132617,0.0,0.20689655172413793,0.05555555555555555,0.0,0.08333333333333333,0.0,0.0,0.0,1.0,0.19047619047619047,0.11764705882352941,0.5308678962135,0.2
0,0.11111111111111112,0.042735042735042736,0.10344827586206895,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.1,0.0,0.3571428571428572,0.11764705882352941,0.4605678156555787,0.13333333333333333
0,0.0931899641577061,0.0,0.13793103448275862,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.4543424156725807,0.13333333333333333
0,0.2043010752688172,0.08547008547008547,0.08620689655172414,0.05555555555555555,0.0,0.20833333333333331,0.0,0.11570247933884298,0.1,0.0,0.4,0.1764705882352941,0.6297273030115492,0.06666666666666667
1,0.34050179211469533,0.0,0.27586206896551724,0.05555555555555555,0.0,0.375,0.0,0.2603305785123967,0.0,1.0,0.09876543209876543,0.1764705882352941,0.6595508194959535,0.06666666666666667
0,0.14695340501792115,0.05128205128205129,0.06896551724137931,0.05555555555555555,0.0,0.20833333333333331,0.0,0.10743801652892562,0.1,0.0,0.6896551724137931,0.11764705882352941,0.5753731711465592,0.06666666666666667
0,0.07885304659498207,0.0,0.15517241379310345,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.39651179696158245,0.2
1,0.2150537634408602,0.025641025641025644,0.08620689655172414,0.05555555555555555,0.0,0.125,0.0,0.0743801652892562,0.1,1.0,0.25,0.1764705882352941,0.6608595875801052,0.2
1,0.1326164874551971,0.025641025641025644,0.05172413793103448,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.1764705882352941,0.44449542541068376,0.2
1,0.2867383512544803,0.03418803418803419,0.08620689655172414,0.05555555555555555,0.0,0.041666666666666664,0.04582754702689054,0.17355371900826447,0.1,0.0,0.136986301369863,0.11764705882352941,0.8300796480434661,0.13333333333333333
0,0.0967741935483871,0.08547008547008547,0.06896551724137931,0.05555555555555555,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.4611506838596561,0.13333333333333333
0,0.1039426523297491,0.03418803418803419,0.10344827586206895,0.05555555555555555,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.37074889989638316,0.13333333333333333
0,0.32974910394265233,0.06837606837606838,0.1896551724137931,0.05555555555555555,0.0,0.375,0.0,0.0,0.1,0.0,0.5757575757575758,0.11764705882352941,0.5930545926185732,0.2
0,0.02867383512544803,0.0,0.15517241379310345,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.2885706855740743,0.06666666666666667
0,0.07168458781362007,0.0,0.3620689655172414,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.3941015294372455,0.06666666666666667
1,0.26881720430107525,0.0,0.15517241379310345,0.05555555555555555,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.47228102926038484,0.13333333333333333
0,0.07885304659498207,0.0,0.06896551724137931,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.3835594512581816,0.26666666666666666
0,0.08602150537634408,0.0,0.13793103448275862,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352941,0.4263862085592641,0.13333333333333333
0,0.4372759856630824,0.0,0.13793103448275862,0.05555555555555555,0.0,0.4583333333333333,0.0,0.3305785123966942,0.0,0.0,0.6506024096385542,0.11764705882352941,0.6347273694539445,0.13333333333333333
1,0.3333333333333333,0.025641025641025644,0.08620689655172414,0.16666666666666669,0.0,0.4583333333333333,0.0,0.0,0.1,1.0,0.02564102564102564,0.23529411764705882,0.5152374595468617,0.2
1,0.15053763440860213,0.025641025641025644,0.2413793103448276,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.5423448839458057,0.13333333333333333
0,0.08602150537634408,0.05982905982905984,0.06896551724137931,0.05555555555555555,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.3281001933037119,0.06666666666666667
0,0.13978494623655913,0.05128205128205129,0.06896551724137931,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.47516705410206017,0.13333333333333333
0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.006528416593497566,0.06666666666666667
0,0.3010752688172043,0.06837606837606838,0.22413793103448273,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,0.1,1.0,0.4307692307692308,0.1764705882352941,0.83391567606374,0.3333333333333333
0,0.12903225806451613,0.0,0.12068965517241378,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.4,0.058823529411764705,0.5549420886979534,0.3333333333333333
0,0.03942652329749104,0.0,0.20689655172413793,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.29000525933954335,0.06666666666666667
0,0.4086021505376344,0.0,0.06896551724137931,0.05555555555555555,0.0,0.375,0.0,0.0,0.0,1.0,0.0,0.11764705882352941,0.4920628296811659,0.3333333333333333
0,0.14336917562724016,0.0,0.034482758620689655,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.4883378299844213,0.26666666666666666
1,0.08960573476702509,0.025641025641025644,0.10344827586206895,0.2222222222222222,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.23529411764705882,0.4051900878571605,0.06666666666666667
0,0.06093189964157707,0.0,0.06896551724137931,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352941,0.35860644272276343,0.13333333333333333
0,0.07885304659498207,0.0,0.2413793103448276,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.4746326110886704,0.06666666666666667
0,0.043010752688172046,0.0,0.22413793103448273,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.16601174325279777,0.06666666666666667
1,0.1326164874551971,0.025641025641025644,0.2413793103448276,0.2222222222222222,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.23529411764705882,0.5429818827996035,0.06666666666666667
1,0.1146953405017921,0.025641025641025644,0.08620689655172414,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.1,0.0,0.06666666666666667,0.11764705882352941,0.4912742827818327,0.13333333333333333
0,0.15412186379928317,0.0,0.15517241379310345,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.0,1.0,0.7096774193548387,0.11764705882352941,0.6595709484137088,0.3333333333333333
0,0.07885304659498207,0.042735042735042736,0.06896551724137931,0.05555555555555555,0.0,0.0,0.0,0.0,0.1,1.0,0.2857142857142856,0.1764705882352941,0.5083900578988488,0.13333333333333333
0,0.08960573476702509,0.0,0.12068965517241378,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407406,0.058823529411764705,0.49484169853785154,0.2
0,0.08243727598566308,0.12820512820512822,0.13793103448275862,0.05555555555555555,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.3930540511322135,0.06666666666666667
1,0.04659498207885304,0.0,0.25862068965517243,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.35723739927559295,0.0
0,0.0931899641577061,0.0,0.06896551724137931,0.05555555555555555,0.0,0.08333333333333333,0.0,0.05785123966942149,0.0,0.0,0.0,0.058823529411764705,0.47171275263189083,0.06666666666666667
0,0.11111111111111112,0.0,0.12068965517241378,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.38540391296109455,0.26666666666666666
0,0.2150537634408602,0.042735042735042736,0.06896551724137931,0.05555555555555555,0.0,0.20833333333333331,0.0,0.0,0.1,0.0,0.3137254901960784,0.11764705882352941,0.5116322690068765,0.06666666666666667
0,0.4050179211469534,0.0,0.17241379310344826,0.05555555555555555,0.0,0.4583333333333333,0.0,0.0,0.0,1.0,0.2795698924731182,0.11764705882352941,0.7267784542255723,0.06666666666666667
0,0.3763440860215054,0.06837606837606838,0.12068965517241378,0.05555555555555555,0.0,0.375,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.4714835658412472,0.26666666666666666
0,0.15412186379928317,0.0,0.20689655172413793,0.05555555555555555,0.0,0.041666666666666664,0.0,0.09504132231404959,0.0,0.0,0.0,0.1764705882352941,0.4757646605272229,0.13333333333333333
1,0.2114695340501792,0.025641025641025644,0.1896551724137931,0.0,0.0,0.125,0.0,0.0,0.1,0.0,0.07547169811320754,0.11764705882352941,0.5033546656732916,0.2
0,0.20788530465949823,0.05128205128205129,0.3448275862068966,0.1111111111111111,0.0,0.125,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.47587567860047664,0.13333333333333333
0,0.08602150537634408,0.0,0.10344827586206895,0.05555555555555555,0.0,0.041666666666666664,0.0,0.05371900826446281,0.0,0.0,0.07692307692307691,0.058823529411764705,0.5773183162389993,0.06666666666666667
0,0.05017921146953405,0.0,0.25862068965517243,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.38763349722443785,0.06666666666666667
0,0.1827956989247312,0.0,0.08620689655172414,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.18181818181818182,0.11764705882352941,0.5411086491076721,0.26666666666666666
1,0.1899641577060932,0.0,0.25862068965517243,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.0,1.0,0.0,0.11764705882352941,0.543062451230388,0.2
0,0.1039426523297491,0.0,0.05172413793103448,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,0.058823529411764705,0.5183147355243737,0.26666666666666666
0,0.05376344086021505,0.0,0.08620689655172414,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.37706304620784514,0.06666666666666667
1,0.20788530465949823,0.025641025641025644,0.20689655172413793,0.0,0.0,0.16666666666666666,0.0,0.1115702479338843,0.1,1.0,0.0,0.1764705882352941,0.5899889452804891,0.06666666666666667
0,0.2222222222222222,0.0,0.05172413793103448,0.05555555555555555,0.0,0.29166666666666663,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.5454156950081931,0.2
0,0.16845878136200715,0.0,0.15517241379310345,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.04444444444444444,0.058823529411764705,0.5088954370800954,0.2
1,0.043010752688172046,0.06837606837606838,0.06896551724137931,0.1111111111111111,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.11764705882352941,0.30501814509933334,0.0
0,0.3261648745519713,0.0,0.1896551724137931,0.0,0.0,0.20833333333333331,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.5506815973687716,0.4
1,0.23655913978494625,0.025641025641025644,0.20689655172413793,0.0,0.0,0.16666666666666666,0.0,0.12809917355371903,0.1,1.0,0.0689655172413793,0.23529411764705882,0.5933991974788321,0.06666666666666667
0,0.0931899641577061,0.017094017094017096,0.13793103448275862,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.47171275263189083,0.13333333333333333
0,0.35842293906810035,0.0,0.17241379310344826,0.05555555555555555,0.0,0.375,0.0,0.0,0.0,0.0,0.1411764705882353,0.058823529411764705,0.5557050441078623,0.2
1,0.26164874551971323,0.025641025641025644,0.13793103448275862,0.2222222222222222,0.0,0.25,0.0,0.17355371900826447,0.1,1.0,0.0967741935483871,0.23529411764705882,0.6167017118959749,0.06666666666666667
0,0.05376344086021505,0.0,0.08620689655172414,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352941,0.39913516556399065,0.06666666666666667
1,0.15412186379928317,0.025641025641025644,0.22413793103448273,0.0,0.0,0.08333333333333333,0.0,0.0,0.1,0.0,0.10256410256410256,0.11764705882352941,0.4466678262050713,0.13333333333333333
0,0.3763440860215054,0.0,0.12068965517241378,0.05555555555555555,0.0,0.5,0.0,0.0,0.0,0.0,0.2962962962962962,0.058823529411764705,0.615792071705808,0.4
0,0.12186379928315412,0.0,0.12068965517241378,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.4285714285714286,0.058823529411764705,0.5833736515059961,0.3333333333333333
1,0.25806451612903225,0.025641025641025644,0.17241379310344826,0.2222222222222222,0.0,0.16666666666666666,0.0,0.0,0.1,0.0,0.12903225806451613,0.1764705882352941,0.6292227933919082,0.2
1,0.07168458781362007,0.06837606837606838,0.22413793103448273,0.05555555555555555,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.38566708844843334,0.0
1,0.37992831541218636,0.025641025641025644,0.08620689655172414,0.05555555555555555,0.0,0.20833333333333331,0.0,0.0,0.1,0.0,0.4871794871794872,0.1764705882352941,0.6798801170662486,0.3333333333333333
0,0.05734767025089606,0.0,0.2931034482758621,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.275863134804022,0.06666666666666667
0,0.025089605734767026,0.0,0.13793103448275862,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.3512986635058174,0.06666666666666667
0,0.11111111111111112,0.07692307692307693,0.06896551724137931,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.4767775833263227,0.13333333333333333
0,0.5125448028673835,0.0,0.13793103448275862,0.05555555555555555,0.0,0.875,0.0,0.0,0.0,0.0,0.10084033613445378,0.058823529411764705,0.527048918118508,0.2
1,0.2939068100358423,0.025641025641025644,0.22413793103448273,0.0,0.0,0.20833333333333331,0.0,0.07851239669421488,0.1,1.0,0.0,0.23529411764705882,0.5854093692927859,0.2
0,0.021505376344086023,0.0,0.12068965517241378,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.17649589320533043,0.06666666666666667
0,0.12186379928315412,0.0,0.20689655172413793,0.05555555555555555,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.5160838236683002,0.13333333333333333
0,0.40143369175627236,0.0,0.13793103448275862,0.05555555555555555,0.0,0.3333333333333333,0.0,0.23140495867768596,0.0,0.0,0.4,0.11764705882352941,0.6554006675919998,0.2
0,0.27598566308243727,0.0,0.22413793103448273,0.05555555555555555,0.0,0.4583333333333333,0.0,0.0,0.0,0.0,0.1875,0.058823529411764705,0.539538950908861,0.13333333333333333
1,0.15412186379928317,0.025641025641025644,0.2931034482758621,0.05555555555555555,0.0,0.08333333333333333,0.0,0.03305785123966942,0.1,0.0,0.0,0.1764705882352941,0.5491190200885488,0.06666666666666667
0,0.24731182795698925,0.0,0.12068965517241378,0.05555555555555555,0.0,0.25,0.0,0.0,0.0,1.0,0.13333333333333333,0.11764705882352941,0.5489559317497538,0.26666666666666666
0,0.06451612903225806,0.0,0.32758620689655177,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.40221275504798093,0.06666666666666667
0,0.26164874551971323,0.11111111111111112,0.06896551724137931,0.05555555555555555,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1764705882352941,0.4531749774784041,0.4
0,0.16129032258064518,0.0,0.10344827586206895,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.4446699079923363,0.26666666666666666
0,0.05734767025089606,0.0,0.2931034482758621,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.41692702902927137,0.06666666666666667
0,0.14336917562724016,0.017094017094017096,0.13793103448275862,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.5018160160383763,0.13333333333333333
1,0.3046594982078853,0.025641025641025644,0.32758620689655177,0.0,0.0,0.375,0.0,0.19421487603305787,0.1,1.0,0.11267605633802819,0.1764705882352941,0.6294459247355896,0.06666666666666667
0,0.16129032258064518,0.0,0.12068965517241378,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.6038362315315021,0.13333333333333333
1,0.05376344086021505,0.0,0.2931034482758621,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.29615772876010193,0.0
0,0.27956989247311825,0.0,0.15517241379310345,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.2,0.11764705882352941,0.5376574449596102,0.13333333333333333
0,0.1827956989247312,0.0,0.17241379310344826,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.0,1.0,0.5128205128205128,0.23529411764705882,0.5683899230661505,0.26666666666666666
0,0.46236559139784944,0.0,0.12068965517241378,0.2222222222222222,0.0,0.41666666666666663,0.0,0.0,0.0,0.0,0.017391304347826087,0.11764705882352941,0.5008733173688499,0.3333333333333333
0,0.2867383512544803,0.0,0.034482758620689655,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.02777777777777778,0.11764705882352941,0.4741001538768902,0.3333333333333333
1,0.16487455197132617,0.025641025641025644,0.22413793103448273,0.05555555555555555,0.0,0.08333333333333333,0.0,0.0,0.1,1.0,0.0,0.1764705882352941,0.53123748419687,0.13333333333333333
0,0.13978494623655913,0.025641025641025644,0.13793103448275862,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.1,0.0,0.3636363636363636,0.11764705882352941,0.6005546605369195,0.26666666666666666
0,0.08602150537634408,0.06837606837606838,0.27586206896551724,0.05555555555555555,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.46054129712353575,0.06666666666666667
0,0.12186379928315412,0.0,0.15517241379310345,0.05555555555555555,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.4354808189839251,0.13333333333333333
0,0.1326164874551971,0.0,0.20689655172413793,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.0,1.0,0.05405405405405406,0.11764705882352941,0.5515186561041178,0.2
1,0.26523297491039427,0.025641025641025644,0.17241379310344826,0.0,0.0,0.3333333333333333,0.0,0.1859504132231405,0.1,1.0,0.06349206349206347,0.1764705882352941,0.5739064048666728,0.06666666666666667
0,0.25089605734767023,0.0,0.3620689655172414,0.05555555555555555,0.0,0.08333333333333333,0.0,0.0,0.0,1.0,0.05970149253731344,0.11764705882352941,0.5597973699565407,0.26666666666666666
1,0.2007168458781362,0.025641025641025644,0.2413793103448276,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.474802415029529,0.26666666666666666
0,0.36200716845878134,0.0,0.12068965517241378,0.05555555555555555,0.0,0.375,0.0,0.0,0.0,0.0,0.16470588235294117,0.058823529411764705,0.5905148375353676,0.2
0,0.2007168458781362,0.0,0.3448275862068966,0.05555555555555555,0.0,0.125,0.0,0.0,0.0,1.0,0.1111111111111111,0.11764705882352941,0.5270910585650629,0.06666666666666667
0,0.16129032258064518,0.0,0.13793103448275862,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.44895643439870236,0.3333333333333333
0,0.12186379928315412,0.0,0.08620689655172414,0.05555555555555555,0.0,0.125,0.0,0.0,0.0,1.0,0.1875,0.11764705882352941,0.4776808679666674,0.06666666666666667
0,0.16487455197132617,0.0,0.17241379310344826,0.05555555555555555,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.5305220215881125,0.26666666666666666
1,0.2831541218637993,0.025641025641025644,0.22413793103448273,0.2222222222222222,0.0,0.25,0.0,0.12809917355371903,0.1,0.0,0.05797101449275362,0.23529411764705882,0.657154619770513,0.06666666666666667
1,0.27240143369175623,0.0,0.12068965517241378,0.0,0.0,0.41666666666666663,0.0,0.2231404958677686,0.0,1.0,0.09523809523809525,0.11764705882352941,0.6236981741819002,0.06666666666666667
0,0.12544802867383514,0.0,0.12068965517241378,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.5204434854999082,0.26666666666666666
0,0.07168458781362007,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19047619047619047,0.11764705882352941,0.39521733730536857,0.13333333333333333
0,0.2329749103942652,0.0,0.22413793103448273,0.05555555555555555,0.0,0.20833333333333331,0.0,0.0,0.0,1.0,0.6521739130434782,0.11764705882352941,0.6413759659829105,0.26666666666666666
0,0.3261648745519713,0.0,0.13793103448275862,0.05555555555555555,0.0,0.41666666666666663,0.0,0.0,0.0,0.0,0.16,0.058823529411764705,0.6365620336898602,0.2
0,0.05017921146953405,0.0,0.13793103448275862,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.2905966542250277,0.06666666666666667
0,0.0931899641577061,0.017094017094017096,0.13793103448275862,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.45304695955648844,0.13333333333333333
0,0.04659498207885304,0.042735042735042736,0.13793103448275862,0.05555555555555555,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.3270700026707648,0.06666666666666667
0,0.06451612903225806,0.07692307692307693,0.13793103448275862,0.05555555555555555,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11764705882352941,0.4022127550479814,0.06666666666666667
1,0.02867383512544803,0.0,0.13793103448275862,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.2635294838808325,0.0
